Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,5,MERCURY,WHITE,Alloy,78875,MEDIUM,3099,3847,0
MANHEIM,6,NISSAN,BLUE,Alloy,75743,MEDIUMSUV,5687,6642,1
ADESA,3,DODGE,SILVER,NULL,70675,VAN,6682,7717,1
ADESA,7,PONTIAC,GOLD,Alloy,93656,MEDIUM,2068,2733,1
MANHEIM,4,JEEP,GREEN,Alloy,84142,SMALLSUV,8602,12143,0
MANHEIM,8,KIA,WHITE,Alloy,67682,MEDIUM,1332,1939,1
OTHER,1,CHRYSLER,RED,Covers,55102,MEDIUM,8038,9181,0
OTHER,3,PONTIAC,MAROON,Alloy,74232,LARGE,6587,7614,1
OTHER,6,DODGE,WHITE,Covers,74410,MEDIUM,2453,3149,0
ADESA,4,CHEVROLET,BLACK,Covers,46029,COMPACT,3661,4454,0
OTHER,5,FORD,BLACK,Special,80563,LARGESUV,8423,9597,1
MANHEIM,5,FORD,BLACK,Alloy,69451,MEDIUMSUV,5126,6036,0
OTHER,2,DODGE,SILVER,NULL,62061,MEDIUM,7682,8797,1
MANHEIM,7,SATURN,BLUE,Alloy,73181,MEDIUM,2790,3513,1
MANHEIM,4,CHEVROLET,RED,Alloy,31817,COMPACT,4813,5698,1
OTHER,5,CHRYSLER,WHITE,NULL,59823,CROSSOVER,6681,9969,1
OTHER,2,CHRYSLER,BLACK,Covers,41967,MEDIUM,8511,12159,0
ADESA,2,CHEVROLET,SILVER,Covers,79585,LARGE,7882,12049,0
OTHER,7,DODGE,WHITE,Alloy,85741,LARGETRUCK,4217,5054,1
MANHEIM,5,BUICK,GREY,Special,72723,MEDIUMSUV,6787,11324,0
OTHER,2,DODGE,BLACK,NULL,50100,MEDIUM,8640,12178,1
OTHER,4,FORD,SILVER,NULL,86067,LARGE,5852,9993,1
MANHEIM,5,HONDA,BLACK,Special,63900,COMPACT,6142,8988,0
MANHEIM,4,CHEVROLET,GOLD,Alloy,77855,MEDIUMSUV,6722,7760,0
MANHEIM,4,TOYOTA,GREY,Covers,76973,COMPACT,5418,6351,1
MANHEIM,4,PONTIAC,BLUE,Alloy,82508,LARGE,6998,10338,0
MANHEIM,4,FORD,GREY,Covers,68116,LARGETRUCK,10535,11878,1
MANHEIM,5,CHRYSLER,BEIGE,Covers,56488,MEDIUM,3006,3746,0
OTHER,6,DODGE,WHITE,NULL,83788,MEDIUMSUV,5056,5960,1
MANHEIM,9,FORD,YELLOW,Alloy,82253,SPORTS,3700,6481,0
MANHEIM,4,KIA,WHITE,Alloy,40858,MEDIUM,3432,4207,0
MANHEIM,4,PONTIAC,SILVER,Covers,78878,COMPACT,3669,4463,0
MANHEIM,5,FORD,BEIGE,NULL,90713,LARGESUV,8539,9722,1
OTHER,1,CHRYSLER,BLACK,Covers,43615,MEDIUM,7955,9091,0
OTHER,5,CHEVROLET,GOLD,NULL,79882,MEDIUM,5675,8680,1
MANHEIM,6,CHEVROLET,BLUE,Covers,89631,LARGE,3552,4336,1
MANHEIM,7,CHEVROLET,GREY,Covers,73670,LARGE,2390,3081,0
MANHEIM,3,CHEVROLET,RED,Covers,86144,COMPACT,5709,9127,0
MANHEIM,3,CHRYSLER,RED,Alloy,57450,CROSSOVER,8500,9680,0
OTHER,6,FORD,YELLOW,Alloy,86935,SPORTS,5298,8731,0
MANHEIM,4,DODGE,SILVER,Alloy,86608,MEDIUMSUV,8777,13924,1
MANHEIM,3,KIA,GOLD,Covers,74549,COMPACT,3560,4345,1
MANHEIM,4,FORD,SILVER,Covers,63605,COMPACT,4545,8485,1
ADESA,3,SUZUKI,BLUE,Covers,69026,MEDIUM,4267,7880,1
OTHER,1,DODGE,RED,Covers,45712,MEDIUM,7245,8325,1
MANHEIM,8,FORD,SILVER,Covers,91177,SMALLTRUCK,4047,6910,1
OTHER,4,BUICK,SILVER,Covers,71844,MEDIUMSUV,9082,12888,1
MANHEIM,9,BUICK,WHITE,Alloy,73360,LARGE,3746,6315,1
OTHER,9,DODGE,WHITE,Alloy,70550,MEDIUMSUV,2434,4616,0
MANHEIM,5,DODGE,BLACK,Alloy,69513,SPECIALTY,7294,11189,1
ADESA,1,CHRYSLER,SILVER,NULL,51776,SPECIALTY,10526,11868,1
ADESA,4,FORD,WHITE,Covers,88550,MEDIUM,4264,7229,0
MANHEIM,2,HYUNDAI,BLUE,Alloy,66628,MEDIUM,8431,11589,1
MANHEIM,3,SATURN,RED,Covers,69782,MEDIUM,6101,9682,0
MANHEIM,5,FORD,WHITE,Alloy,69668,LARGETRUCK,4484,5343,1
OTHER,6,HYUNDAI,WHITE,NULL,77175,MEDIUM,3324,6574,1
MANHEIM,7,SATURN,SILVER,Alloy,109549,MEDIUM,4047,6628,1
ADESA,4,SUZUKI,BLACK,NULL,75581,MEDIUM,4054,7378,1
MANHEIM,4,FORD,BLUE,Covers,86022,COMPACT,3742,7264,1
MANHEIM,4,FORD,GREEN,Alloy,77994,LARGE,6893,7944,0
MANHEIM,4,DODGE,RED,Alloy,83176,LARGETRUCK,8473,9651,1
ADESA,8,CHEVROLET,WHITE,Covers,85975,VAN,1010,1591,0
MANHEIM,9,MITSUBISHI,SILVER,Covers,84710,MEDIUM,1867,4279,1
MANHEIM,5,DODGE,RED,Alloy,83913,MEDIUMSUV,8448,12546,1
MANHEIM,4,CHEVROLET,YELLOW,Alloy,65807,COMPACT,3848,4656,0
ADESA,3,CHRYSLER,WHITE,NULL,64881,MEDIUM,5957,9208,1
MANHEIM,4,CHEVROLET,BLACK,Covers,96462,COMPACT,4948,5844,0
ADESA,3,MITSUBISHI,ORANGE,Alloy,57417,SPORTS,8748,12536,0
OTHER,5,CHEVROLET,BLACK,Alloy,77752,MEDIUMSUV,6569,9874,1
ADESA,6,CHEVROLET,GREY,Alloy,87289,LARGETRUCK,5071,8841,0
OTHER,5,FORD,SILVER,NULL,86370,MEDIUM,4817,7992,1
MANHEIM,4,FORD,BEIGE,Alloy,94786,COMPACT,4649,8752,1
MANHEIM,8,JEEP,WHITE,NULL,82845,MEDIUMSUV,3024,3766,1
ADESA,6,FORD,WHITE,Covers,93418,LARGETRUCK,4156,9032,0
ADESA,5,MERCURY,BEIGE,NULL,94504,LARGE,6249,10654,1
MANHEIM,4,SUZUKI,SILVER,Alloy,81937,MEDIUMSUV,5085,5992,1
MANHEIM,3,CHEVROLET,GOLD,Covers,90061,VAN,8671,9865,1
MANHEIM,5,CHRYSLER,BEIGE,Alloy,79550,MEDIUM,3563,7069,0
OTHER,8,FORD,SILVER,Alloy,98178,MEDIUM,2160,4687,0
MANHEIM,5,FORD,GOLD,Covers,75523,MEDIUMSUV,5443,6378,1
MANHEIM,4,MITSUBISHI,RED,Covers,40382,MEDIUM,5335,9038,0
MANHEIM,3,CHRYSLER,SILVER,Covers,65917,MEDIUM,6036,9381,1
MANHEIM,3,HYUNDAI,SILVER,Special,61715,MEDIUM,8086,11496,0
MANHEIM,5,SATURN,WHITE,Covers,81310,MEDIUM,4730,5608,0
MANHEIM,7,CHEVROLET,BLUE,Alloy,78550,VAN,2153,2825,1
MANHEIM,6,FORD,SILVER,Alloy,80377,MEDIUMSUV,6374,10447,1
MANHEIM,6,KIA,WHITE,Alloy,82138,MEDIUM,2319,5412,1
OTHER,1,KIA,WHITE,Covers,43350,MEDIUM,7477,10330,0
ADESA,3,CHEVROLET,GREY,Covers,86918,MEDIUM,6311,7316,0
MANHEIM,3,CHEVROLET,SILVER,Covers,81516,LARGE,8050,11745,0
MANHEIM,2,DODGE,BLUE,Covers,65843,SPECIALTY,9461,10718,0
OTHER,4,NISSAN,GREY,Covers,76512,COMPACT,5226,6144,1
MANHEIM,3,CHEVROLET,BLUE,Covers,95804,LARGE,7414,10549,0
MANHEIM,5,FORD,ORANGE,Alloy,98161,COMPACT,3694,7076,0
OTHER,5,FORD,GOLD,Alloy,76733,COMPACT,3798,4602,0
MANHEIM,4,CHEVROLET,WHITE,Covers,82552,LARGE,6942,10263,0
ADESA,5,SUZUKI,SILVER,NULL,46609,MEDIUMSUV,0,0,1
MANHEIM,4,CHRYSLER,WHITE,Covers,64577,MEDIUM,4279,7811,1
MANHEIM,4,DODGE,GREY,Covers,41870,MEDIUM,5569,6515,0
OTHER,2,SATURN,WHITE,Covers,45328,MEDIUM,6820,7866,0
OTHER,4,CHEVROLET,GOLD,Alloy,61297,MEDIUM,5919,9797,1
MANHEIM,6,FORD,SILVER,Alloy,76414,MEDIUMSUV,4399,5251,1
ADESA,5,CHRYSLER,SILVER,Alloy,66714,MEDIUM,2531,3233,1
MANHEIM,7,CHEVROLET,WHITE,Special,93613,LARGETRUCK,7028,8090,1
ADESA,3,CHEVROLET,SILVER,Covers,57106,MEDIUM,5863,6832,0
MANHEIM,8,FORD,BEIGE,Alloy,87068,VAN,2419,5003,1
OTHER,3,DODGE,GREY,NULL,51187,MEDIUM,6642,10292,1
MANHEIM,6,DODGE,WHITE,Alloy,84616,MEDIUMSUV,7097,11512,1
ADESA,6,FORD,SILVER,Alloy,81952,MEDIUM,3046,3790,1
MANHEIM,4,CHEVROLET,GOLD,Alloy,68506,COMPACT,6254,9231,0
OTHER,2,CHRYSLER,SILVER,Covers,60665,MEDIUM,6959,10444,0
MANHEIM,6,DODGE,WHITE,Covers,94347,MEDIUM,3120,5732,0
MANHEIM,5,DODGE,SILVER,Alloy,58341,COMPACT,2249,4495,1
MANHEIM,5,FORD,GREY,Alloy,95334,LARGESUV,8894,13108,1
MANHEIM,1,DODGE,SILVER,Covers,58875,MEDIUM,7924,9058,0
MANHEIM,4,CHEVROLET,GOLD,Covers,68538,VAN,8237,9396,0
MANHEIM,4,FORD,BLACK,Covers,82735,SMALLSUV,8229,12288,1
MANHEIM,7,JEEP,SILVER,Covers,70878,SMALLSUV,5189,8007,1
OTHER,2,MERCURY,BEIGE,Alloy,81285,MEDIUM,13006,16767,0
OTHER,3,DODGE,GOLD,Alloy,74122,LARGETRUCK,5561,6506,0
ADESA,5,FORD,SILVER,Alloy,92328,LARGETRUCK,7628,12314,0
MANHEIM,7,DODGE,WHITE,Alloy,58012,SMALLTRUCK,4381,7242,1
OTHER,5,PONTIAC,RED,NULL,89652,MEDIUM,5053,8196,1
MANHEIM,5,JEEP,GREEN,Alloy,75130,SMALLSUV,5694,9567,1
MANHEIM,7,NISSAN,GOLD,NULL,70764,LARGE,5807,9243,1
OTHER,6,CHEVROLET,GOLD,Covers,69897,LARGE,3275,6652,0
MANHEIM,2,CHRYSLER,RED,Covers,49931,MEDIUM,6938,7993,1
OTHER,6,MERCURY,WHITE,Covers,89901,MEDIUM,2884,5754,0
MANHEIM,7,SATURN,SILVER,Alloy,88046,MEDIUM,3230,6062,1
MANHEIM,1,DODGE,RED,Covers,48685,MEDIUM,8196,9352,0
MANHEIM,3,BUICK,WHITE,Alloy,74015,MEDIUMSUV,8942,10157,0
ADESA,4,CHEVROLET,GREY,Covers,88849,LARGE,7557,10997,0
MANHEIM,3,TOYOTA,RED,Covers,75450,MEDIUM,10978,15022,0
MANHEIM,2,NISSAN,GREY,Alloy,60365,COMPACT,8032,11597,0
ADESA,3,PONTIAC,RED,Alloy,78991,MEDIUM,7091,8158,0
MANHEIM,3,CHEVROLET,SILVER,Covers,86180,MEDIUM,6311,7316,0
OTHER,1,CHRYSLER,NOTAVAIL,Covers,49105,MEDIUM,8252,9412,0
OTHER,3,CHEVROLET,BLUE,Alloy,40443,LARGE,6971,8029,0
ADESA,6,SATURN,BLUE,NULL,60663,MEDIUM,3338,4105,1
MANHEIM,6,HYUNDAI,RED,Alloy,67421,MEDIUM,2545,3249,0
ADESA,4,DODGE,WHITE,NULL,80327,LARGETRUCK,8055,12857,1
MANHEIM,5,CHRYSLER,RED,Alloy,69982,MEDIUM,3153,3905,1
MANHEIM,7,FORD,WHITE,Alloy,69064,MEDIUM,2625,5574,0
ADESA,5,DODGE,BLACK,NULL,87296,LARGETRUCK,8496,9676,1
MANHEIM,6,KIA,WHITE,Alloy,72266,LARGE,4609,8008,1
ADESA,5,FORD,SILVER,Alloy,58977,LARGETRUCK,6927,10950,1
MANHEIM,2,SUZUKI,SILVER,Covers,70909,COMPACT,4795,5679,1
MANHEIM,4,CHEVROLET,BLUE,Alloy,55535,MEDIUM,5535,6478,0
OTHER,2,CHRYSLER,WHITE,NULL,46467,MEDIUM,6511,10754,1
MANHEIM,2,DODGE,RED,Alloy,71443,MEDIUM,8268,9429,0
ADESA,4,HYUNDAI,SILVER,NULL,56079,COMPACT,2887,3618,1
ADESA,5,SATURN,GREY,Covers,91888,MEDIUM,3836,4643,1
ADESA,7,SATURN,WHITE,Covers,68626,MEDIUM,3498,6073,1
ADESA,6,CHEVROLET,SILVER,NULL,80589,LARGE,3199,3955,1
MANHEIM,4,GMC,WHITE,Alloy,68828,LARGETRUCK,9625,14344,0
OTHER,5,PONTIAC,SILVER,Alloy,83768,VAN,4891,8752,1
MANHEIM,2,DODGE,BLUE,Covers,94550,VAN,9298,13530,0
MANHEIM,4,HYUNDAI,GREY,Alloy,56614,COMPACT,3195,3951,1
OTHER,2,JEEP,BLACK,Alloy,60265,SMALLSUV,9245,13275,1
OTHER,6,DODGE,GREY,Alloy,84010,MEDIUMSUV,7284,11077,1
MANHEIM,4,DODGE,MAROON,Alloy,70051,MEDIUMSUV,9019,13140,0
OTHER,7,FORD,WHITE,Alloy,64261,MEDIUM,2668,5615,1
ADESA,2,CHEVROLET,SILVER,Alloy,77019,LARGE,8186,9341,0
OTHER,5,KIA,SILVER,NULL,92639,MEDIUM,4222,7743,1
OTHER,2,KIA,SILVER,Alloy,86787,COMPACT,6324,9725,0
MANHEIM,3,KIA,SILVER,Alloy,57386,CROSSOVER,7683,11158,0
MANHEIM,4,KIA,BLUE,Alloy,50738,MEDIUM,3432,4207,0
ADESA,5,PONTIAC,WHITE,Covers,60613,VAN,4393,5244,0
OTHER,3,DODGE,BLUE,NULL,69926,VAN,5603,6551,1
ADESA,5,CHEVROLET,GREEN,NULL,64772,VAN,5557,9551,1
OTHER,3,CHRYSLER,WHITE,Covers,82803,CROSSOVER,8411,9584,0
OTHER,3,KIA,SILVER,Covers,64477,MEDIUM,5997,9556,0
MANHEIM,4,DODGE,GREEN,Covers,59813,MEDIUM,5569,6515,0
ADESA,7,CHEVROLET,WHITE,Alloy,67758,LARGETRUCK,6919,10630,0
MANHEIM,4,CHRYSLER,SILVER,Alloy,66460,MEDIUM,4755,5635,1
ADESA,7,FORD,BLUE,Alloy,77530,SMALLSUV,4076,4902,0
MANHEIM,5,CHEVROLET,WHITE,Alloy,77331,MEDIUM,3521,4303,0
MANHEIM,2,DODGE,SILVER,Covers,61260,MEDIUM,8800,10004,0
MANHEIM,3,DODGE,SILVER,Covers,54154,SPECIALTY,9115,10344,1
MANHEIM,3,DODGE,WHITE,Covers,64837,LARGETRUCK,6730,10844,0
ADESA,7,FORD,RED,Covers,70214,MEDIUM,1708,2345,1
ADESA,7,FORD,GOLD,NULL,97120,SMALLTRUCK,0,0,1
OTHER,5,OLDSMOBILE,WHITE,Alloy,82843,MEDIUM,3624,4414,0
MANHEIM,3,CHRYSLER,BLUE,Alloy,85604,SPECIALTY,8810,10015,0
MANHEIM,3,BUICK,BEIGE,Alloy,86436,LARGE,10272,14866,0
ADESA,8,PONTIAC,GOLD,Alloy,89178,LARGE,3476,6196,0
MANHEIM,6,NISSAN,SILVER,Alloy,53166,MEDIUMSUV,6813,7858,1
MANHEIM,3,CHRYSLER,WHITE,Covers,72966,MEDIUM,7472,11570,0
MANHEIM,3,CHEVROLET,GREY,Covers,69573,MEDIUM,6311,7316,0
MANHEIM,3,FORD,GREY,Alloy,81478,LARGE,8535,12671,1
ADESA,5,PONTIAC,WHITE,NULL,91322,COMPACT,3003,3743,1
OTHER,4,SATURN,GREY,NULL,58303,MEDIUMSUV,5318,6243,0
OTHER,4,CHEVROLET,WHITE,Covers,61592,LARGE,6367,9568,0
ADESA,4,CHEVROLET,BLUE,NULL,62740,COMPACT,5431,8909,1
MANHEIM,3,SUZUKI,RED,Alloy,69631,MEDIUM,4336,7732,1
OTHER,4,DODGE,BLUE,Alloy,86604,LARGETRUCK,6776,11254,0
MANHEIM,3,CHRYSLER,GREY,Covers,49400,MEDIUM,8517,12411,0
MANHEIM,8,CHEVROLET,SILVER,Covers,73117,MEDIUM,2246,4970,1
OTHER,4,FORD,BEIGE,Alloy,71336,MEDIUM,4703,8266,1
ADESA,3,CHEVROLET,GOLD,Alloy,60540,COMPACT,6110,7099,0
OTHER,5,CHEVROLET,WHITE,NULL,108330,LARGE,4947,8295,1
OTHER,6,NISSAN,SILVER,Alloy,74311,MEDIUMSUV,6856,10678,1
MANHEIM,5,FORD,SILVER,Covers,24896,VAN,4043,4866,1
MANHEIM,4,MITSUBISHI,WHITE,Covers,73842,MEDIUM,5966,9589,1
MANHEIM,4,KIA,BLUE,Covers,52241,MEDIUM,4146,7460,0
MANHEIM,7,NISSAN,GREY,Alloy,86992,LARGE,5141,8631,1
MANHEIM,4,MITSUBISHI,WHITE,Covers,65638,COMPACT,4785,8400,0
OTHER,5,KIA,GREY,NULL,34394,COMPACT,2475,4846,1
MANHEIM,6,PONTIAC,BLUE,Covers,80058,COMPACT,2656,3368,1
ADESA,3,CHRYSLER,SILVER,Covers,73963,MEDIUM,6261,9489,1
OTHER,1,TOYOTA,RED,Covers,48999,MEDIUM,10092,13409,0
MANHEIM,4,CHEVROLET,WHITE,Alloy,81398,MEDIUMSUV,10393,14868,0
OTHER,5,CHEVROLET,SILVER,Covers,72276,MEDIUM,3486,4265,0
MANHEIM,7,PONTIAC,WHITE,Alloy,82634,VAN,3084,7401,1
ADESA,6,DODGE,BLUE,Covers,70866,VAN,2885,3616,1
MANHEIM,4,FORD,GREY,Alloy,86843,LARGE,7789,8912,1
MANHEIM,1,DODGE,BLACK,Covers,46463,MEDIUM,7257,8338,0
ADESA,8,FORD,BEIGE,Alloy,80347,COMPACT,2303,5155,0
ADESA,4,KIA,WHITE,Covers,75613,MEDIUM,4740,8381,0
ADESA,4,FORD,BLUE,Alloy,69816,SPORTS,8918,10131,0
MANHEIM,2,DODGE,BLACK,Covers,64124,SPECIALTY,8756,9956,1
ADESA,5,CHEVROLET,GREY,Alloy,67545,MEDIUMSUV,7530,11149,1
MANHEIM,6,CHEVROLET,BLACK,Alloy,71718,COMPACT,2709,3426,1
MANHEIM,4,CHEVROLET,GREY,Alloy,75732,LARGE,6008,6989,1
MANHEIM,5,PONTIAC,WHITE,Alloy,61191,MEDIUM,3810,4615,1
MANHEIM,6,CHRYSLER,WHITE,Alloy,76108,MEDIUM,2662,6528,1
MANHEIM,6,CHEVROLET,SILVER,Covers,82565,MEDIUM,4562,7550,0
ADESA,5,DODGE,SILVER,Alloy,83192,MEDIUM,2399,5348,1
MANHEIM,3,SUZUKI,BLUE,Covers,53894,MEDIUM,5196,8846,0
ADESA,5,NISSAN,GREY,Alloy,50504,LARGETRUCK,6926,10980,0
MANHEIM,8,MERCURY,BEIGE,Alloy,84221,MEDIUM,1994,2654,1
MANHEIM,6,CHEVROLET,WHITE,Alloy,71310,LARGE,3220,3978,1
MANHEIM,3,CHRYSLER,BLACK,Covers,72302,MEDIUM,4892,5783,1
MANHEIM,4,KIA,GREY,Alloy,66653,MEDIUMSUV,7764,12276,0
MANHEIM,1,DODGE,BLACK,Covers,84638,CROSSOVER,9678,13018,0
MANHEIM,3,FORD,GREEN,Alloy,71920,MEDIUM,5832,6799,0
OTHER,4,SATURN,SILVER,Alloy,58612,MEDIUMSUV,7873,9003,0
MANHEIM,1,CHRYSLER,WHITE,Alloy,82221,CROSSOVER,11181,12575,0
MANHEIM,7,CHRYSLER,SILVER,Alloy,94181,MEDIUM,3228,3986,1
OTHER,3,CHRYSLER,SILVER,Alloy,73601,MEDIUM,5996,9334,0
OTHER,2,JEEP,WHITE,Alloy,58940,SMALLSUV,9553,13569,1
ADESA,6,FORD,SILVER,Alloy,84633,MEDIUM,3210,6474,0
ADESA,6,FORD,BLUE,Alloy,64617,COMPACT,3126,3876,0
MANHEIM,3,CHRYSLER,GREY,Covers,74527,MEDIUM,7735,10980,0
OTHER,3,CHRYSLER,GREEN,NULL,84738,SPECIALTY,14686,16361,1
MANHEIM,4,KIA,SILVER,Covers,69410,MEDIUM,0,0,0
MANHEIM,2,HYUNDAI,RED,Covers,46870,COMPACT,7173,10426,1
MANHEIM,6,FORD,WHITE,Special,79000,SPORTS,4699,5575,0
OTHER,3,PONTIAC,SILVER,Alloy,57901,LARGE,5848,9676,0
MANHEIM,8,CHRYSLER,MAROON,Covers,75798,MEDIUM,2431,3125,1
MANHEIM,7,FORD,SILVER,Alloy,97433,SPORTS,4128,4958,1
ADESA,5,DODGE,WHITE,Covers,68937,MEDIUM,3813,6569,1
ADESA,6,BUICK,BEIGE,NULL,75624,MEDIUM,3030,3772,1
MANHEIM,4,CHEVROLET,BLACK,Covers,78509,LARGE,7327,10728,1
ADESA,7,FORD,SILVER,NULL,77218,MEDIUMSUV,5308,8547,1
MANHEIM,3,CHRYSLER,BLUE,Covers,70546,MEDIUM,5928,9175,0
MANHEIM,4,PONTIAC,WHITE,Alloy,53318,MEDIUM,7004,10780,0
MANHEIM,4,CHRYSLER,WHITE,Covers,87186,VAN,5050,5954,0
MANHEIM,6,HYUNDAI,GOLD,NULL,67223,MEDIUM,3278,6549,1
ADESA,7,FORD,GREEN,Alloy,64554,COMPACT,3129,5786,1
MANHEIM,8,MAZDA,BLACK,Alloy,41531,COMPACT,2010,4387,0
OTHER,7,HONDA,BLACK,NULL,82610,COMPACT,3853,6915,1
ADESA,4,KIA,BLACK,NULL,78175,MEDIUMSUV,6406,7418,1
MANHEIM,6,FORD,RED,Alloy,75041,COMPACT,3378,6605,1
MANHEIM,4,DODGE,WHITE,Special,60468,MEDIUM,4068,4893,1
OTHER,3,KIA,RED,Covers,71335,MEDIUM,6250,9117,0
OTHER,4,KIA,WHITE,NULL,59344,MEDIUM,5733,9008,1
MANHEIM,7,CHRYSLER,BLUE,Alloy,74914,MEDIUM,4032,7258,0
MANHEIM,4,DODGE,SILVER,Alloy,92354,MEDIUMSUV,8025,12848,0
ADESA,8,MITSUBISHI,RED,Alloy,78264,SPORTS,4198,6730,1
OTHER,8,CHEVROLET,RED,Covers,72456,SMALLTRUCK,1825,2471,1
MANHEIM,7,FORD,RED,Alloy,72791,MEDIUMSUV,6289,10309,1
MANHEIM,2,PONTIAC,RED,Alloy,68867,LARGE,7609,8718,0
ADESA,3,SATURN,BLACK,Covers,60584,MEDIUM,5780,6742,0
MANHEIM,6,DODGE,WHITE,Covers,84280,MEDIUM,2409,4787,0
MANHEIM,5,CHEVROLET,BLUE,Covers,69647,COMPACT,3415,6547,1
MANHEIM,5,CHRYSLER,SILVER,Covers,73255,MEDIUM,3878,7288,1
MANHEIM,2,DODGE,GREY,Covers,76166,SPECIALTY,9784,11067,0
ADESA,3,TOYOTA,GREY,NULL,80763,MEDIUM,10537,14374,1
MANHEIM,3,CHRYSLER,BLACK,Alloy,79902,MEDIUM,8643,12060,1
MANHEIM,5,PONTIAC,GREY,Covers,85796,LARGE,5299,8686,0
MANHEIM,3,DODGE,SILVER,Alloy,68134,VAN,8832,10039,1
ADESA,3,DODGE,GOLD,NULL,66137,MEDIUM,5016,5917,1
MANHEIM,2,DODGE,WHITE,Covers,66118,VAN,7178,11774,0
ADESA,8,PONTIAC,GOLD,NULL,101436,COMPACT,1960,4296,1
ADESA,8,FORD,WHITE,Alloy,90010,MEDIUM,2195,2871,1
MANHEIM,5,CHEVROLET,BLUE,Alloy,85523,MEDIUM,6050,9545,0
MANHEIM,8,FORD,SILVER,Alloy,88043,COMPACT,2193,2868,1
OTHER,2,DODGE,WHITE,Covers,52203,MEDIUM,7465,11180,0
MANHEIM,6,DODGE,GREY,Covers,59188,MEDIUMSUV,8398,11531,0
MANHEIM,8,FORD,GREY,Alloy,77380,MEDIUM,2240,2919,0
OTHER,3,SATURN,RED,Alloy,78085,MEDIUM,6788,9981,0
ADESA,3,CHRYSLER,RED,NULL,53821,MEDIUM,6637,9832,1
ADESA,3,CHEVROLET,WHITE,Covers,82459,VAN,8017,9158,0
ADESA,5,DODGE,BLUE,NULL,73871,COMPACT,2763,3484,1
MANHEIM,3,HYUNDAI,SILVER,Alloy,55269,MEDIUM,6243,7242,1
ADESA,3,FORD,SILVER,Covers,74178,MEDIUM,4897,8944,0
ADESA,8,FORD,BLUE,Covers,86796,MEDIUM,1993,2652,1
MANHEIM,4,FORD,MAROON,Covers,91387,MEDIUM,4252,7549,1
MANHEIM,4,DODGE,RED,Alloy,81470,VAN,6512,7533,0
MANHEIM,8,CHRYSLER,WHITE,Alloy,86129,MEDIUM,3157,6852,1
ADESA,3,CHEVROLET,WHITE,Covers,94203,MEDIUM,6672,11171,0
MANHEIM,3,NISSAN,MAROON,NULL,90016,MEDIUM,9357,10606,1
OTHER,4,CHEVROLET,SILVER,Covers,53948,COMPACT,4599,8394,0
ADESA,4,DODGE,GREY,Alloy,64574,SMALLTRUCK,7642,8753,0
MANHEIM,4,SUBARU,BLUE,Alloy,78532,MEDIUM,5791,6754,0
MANHEIM,6,CHEVROLET,BLACK,Alloy,89975,LARGESUV,10000,14478,0
MANHEIM,4,PONTIAC,WHITE,Alloy,90661,LARGE,7064,10338,0
MANHEIM,4,KIA,GREEN,Alloy,74192,SMALLSUV,7368,11145,1
ADESA,3,PONTIAC,GREEN,NULL,42493,LARGE,0,0,1
MANHEIM,3,CHRYSLER,SILVER,Covers,79816,MEDIUM,6015,9141,1
MANHEIM,4,FORD,BLUE,Covers,66834,COMPACT,3740,4539,0
MANHEIM,7,NISSAN,SILVER,Alloy,82782,SMALLTRUCK,5236,8198,1
MANHEIM,3,PONTIAC,WHITE,Alloy,80850,LARGE,6897,7949,1
OTHER,3,FORD,BLACK,Covers,76486,COMPACT,5995,9617,0
MANHEIM,3,FORD,SILVER,Alloy,67752,LARGE,11142,12533,0
MANHEIM,8,CHRYSLER,SILVER,Covers,51290,VAN,2968,6019,1
MANHEIM,8,CHEVROLET,RED,Alloy,80476,COMPACT,2598,5140,1
MANHEIM,6,JEEP,GREY,Alloy,76260,MEDIUMSUV,7370,10852,0
MANHEIM,5,NISSAN,BLACK,Covers,80060,MEDIUM,6348,9737,0
MANHEIM,3,CHEVROLET,WHITE,Covers,72727,LARGE,6637,7668,0
MANHEIM,3,SUZUKI,MAROON,Covers,76127,MEDIUM,4552,5416,1
ADESA,5,CHEVROLET,BLUE,Alloy,80324,MEDIUMSUV,6506,10457,0
OTHER,6,PONTIAC,BLACK,NULL,77469,LARGE,5028,8236,1
ADESA,3,KIA,WHITE,NULL,56870,MEDIUM,5016,5917,1
MANHEIM,8,DODGE,RED,Covers,50270,VAN,3547,6423,1
OTHER,4,CHEVROLET,SILVER,Alloy,79462,LARGE,7342,10548,1
OTHER,6,DODGE,PURPLE,NULL,74891,MEDIUMSUV,7762,12137,1
MANHEIM,5,GMC,SILVER,Alloy,96652,MEDIUMSUV,8337,12536,1
MANHEIM,5,CHEVROLET,GREY,Alloy,79662,MEDIUM,4555,5419,0
OTHER,2,CHEVROLET,BEIGE,Covers,76605,LARGE,7804,11998,0
ADESA,3,KIA,BLUE,Covers,52572,MEDIUM,5458,6395,0
OTHER,4,CHEVROLET,SILVER,NULL,54333,LARGE,6521,9750,1
MANHEIM,4,CHEVROLET,BLACK,Alloy,73609,MEDIUMSUV,7759,8880,0
OTHER,8,DODGE,SILVER,Alloy,92269,MEDIUMSUV,2900,5820,1
MANHEIM,9,FORD,GREY,Alloy,81681,MEDIUM,1752,4328,1
ADESA,5,HYUNDAI,WHITE,Covers,43323,MEDIUM,3086,3833,1
